university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
National College of Arts (NCA),Lahore,Faculty of Film & Television,BS,Film & Television,4 Years,Intermediate / A-Levels,NCA Aptitude Test,52000.0,15-July-2026,https://www.nca.edu.pk/department.php?name=Dept-Film-tv
National College of Arts (NCA),Lahore,Faculty of Performing Arts,BS,Musicology,4 Years,Intermediate,NCA Aptitude Test,48000.0,15-July-2026,https://www.nca.edu.pk/department.php?name=Dept-Musicology
National College of Arts (NCA),Lahore,Faculty of Humanities,BS,Cultural Studies,4 Years,Intermediate / A-Levels,NCA Aptitude Test,45000.0,15-July-2026,https://www.nca.edu.pk/department.php?name=Dept-cultural-studies
National College of Arts (NCA),Lahore,Faculty of Humanities,MPhil,Cultural Studies,2 Years,Relevant Bachelor Degree,Departmental Test / Interview,55000.0,15-July-2026,https://www.nca.edu.pk/department.php?name=Post-Dept-Communication-Cultural
National College of Arts (NCA),Lahore,Faculty of Multimedia Art,BS,Multimedia Art,4 Years,Intermediate / A-Levels,NCA Aptitude Test,52000.0,15-July-2026,https://www.nca.edu.pk/department.php?name=dept-multimedia-art
National College of Arts (NCA),Lahore,Faculty of Multimedia Art,MS,Multimedia Art,2 Years,Relevant Bachelor Degree,Departmental Test / Interview,62000.0,15-July-2026,https://www.nca.edu.pk/department.php?name=Post-Dept-Multimedia
NED University of Engineering & Technology,Karachi,Department of Civil Engineering,BS,Civil Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Electrical Engineering,BS,Electrical Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Mechanical Engineering,BS,Mechanical Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Chemical Engineering,BS,Chemical Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Computer & Information Systems Engineering,BS,Computer & Information Systems Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Software Engineering,BS,Software Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Electronics Engineering,BS,Electronic Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Telecommunication Engineering,BS,Telecommunication Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Biomedical Engineering,BS,Biomedical Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Textile Engineering,BS,Textile Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Automotive Engineering,BS,Automotive Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Industrial & Manufacturing Engineering,BS,Industrial & Manufacturing Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Metallurgy & Materials Engineering,BS,Metallurgy & Materials Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Mining Engineering,BS,Mining Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Petroleum Engineering,BS,Petroleum Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Food Engineering,BS,Food Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Environmental Engineering,BS,Environmental Engineering,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Architecture,BS,Architecture,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of City & Regional Planning,BS,City & Regional Planning,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Chemistry,BS,Chemistry,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Mathematics,BS,Mathematics,4 Years,Intermediate (Pre-Engineering),NED Entry Test / ECAT,30000.0,15-August-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Electrical Engineering,MS,Electrical Engineering,2 Years,BE / BS (relevant discipline),GAT (General),45000.0,30-October-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Electrical Engineering,PhD,Electrical Engineering,3–5 Years,MS / MPhil,GAT (Subject),50000.0,30-October-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Mechanical Engineering,MS,Mechanical Engineering,2 Years,BE / BS (relevant discipline),GAT (General),45000.0,30-October-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Mechanical Engineering,PhD,Mechanical Engineering,3–5 Years,MS / MPhil,GAT (Subject),50000.0,30-October-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Computer & Information Systems Engineering,MS,Computer Science,2 Years,BE / BS (relevant discipline),GAT (General),45000.0,30-October-2026,https://www.neduet.edu.pk/faculties_and_departments
NED University of Engineering & Technology,Karachi,Department of Computer & Information Systems Engineering,PhD,Computer Science,3–5 Years,MS / MPhil,GAT (Subject),50000.0,30-October-2026,https://www.neduet.edu.pk/faculties_and_departments
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,4 Year,4 Year,Eligibility: FA / F.Sc with 45% marks OR Equivalent. Courses: S.No Course Code Subject Credit Hours 1 ESIS-411 Islamic Studiers / Ethics 02 2 ESFE-412 Functional English-I 3 3 ESES-413 Introduction to Environmental Sciences 3 4 ESUD-431 Urdu 3 5 ESFE-441 Foundations of Education 3 6 ESDE-442 Development of Education in Pakistan 3 7 ESGM-414 General Mathematics 3 8 ESQA-415 Quantitative/Analytical,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/257
National University of Modern Languages,Islamabad,Faculty of Education,BS,Education,4 Year,"Eligibility: Bachelor’s Degree with 45% marks. Candidates having studied the relevant subject at BA / BSc level will be preferred . National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 20",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/341
National University of Modern Languages,Islamabad,Faculty of Education,BS,Early Childhood Education,4 Year,Eligibility: Intermediate with 45% marks OR A-Level with 50% marks OR Equivalent Courses: S.No Course Code Subject Credit Hours 1 ESIS-411 Islamic Studies / Ethics 02 2 ESEN-412 Functional English-I 03 3 ESIE-413 Applications of Instructional and Communication Technologies 03 4 ESCD - 441 Child Growth and Development 03 5 ESPE - 442 Philosophical Foundations of Early Childhood Education 03 6 ESIE,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/361
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,1.5 Year,4 Year,Eligibility: MA / MSc with 45% marks. Courses: S.No Course Code Subject Credit Hours 1 ESTW-511 Technical Writing and Presentation Skills 03 2 ESIT-512 Instructional and Communication Technologies (ICT) in Education 03 3 ESQA-513 Quantitative/Analytical Reasoning 03 4 ESFE-541 Foundation of Education 03 5 ESMT-542 General Methods of Teaching 03 6 ESCD-543 Curriculum Development 03 7 ESEN-544 Engli,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/362
National University of Modern Languages,Islamabad,Faculty of Education,BS,Health & Physical Education,4 Year,Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent Courses: S.No Course Code Subject Credit Hours 1 ESIS - 411 Islamic Studies / Ethics 02 2 ESEN - 412 Functional English-I 03 3 ESES - 413 Everyday Science 03 4 ESRM - 441 Role of Media in Sports 03 5 ESTI - 442 Talent Identification in Sports 03 6 ESPE - 443 Philosophical Foundations of Physical Education 03 7 ESQA,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/400
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Educational Leadership & Management,4 Year,Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent Courses: S.No Course Code Subject Credit Hours 1 ESIS-411 Islamic Studies / Ethics 02 2 ESEN-412 Functional English-I 03 3 ESIE-413 Applications of Instructional and Communication Technologies 03 4 ESLM-441 Fundamentals of Leadership and Management 03 5 ESSS-442 School Supervision 03 6 ESEP-443 Basic Concepts in Edu,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/401
National University of Modern Languages,Islamabad,Faculty of Education,BS,Special Education,4 Year,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/538
National University of Modern Languages,Islamabad,Faculty of Education,BS,Education,4 Year,"Eligibility: FSc with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islamabad.",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/539
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,International Relations,4 Years,Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. Courses: S.No Course Code Subject Credit Hours 1 IRFN-101 Functional English 03 2 IRPM-142 Introduction to Geography 03 3 IRMT-103 Basic Mathematics 03 4 IRIR-141 Introduction to International Relations 03 5 IRCC-117 Civic and Community Engagement 03 6 IRPS-122 Introduction to Political Science 03 7 IREN-104 Englis,,75000.0,31-August-2026,https://numl.edu.pk/programs/program/252
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Peace & Conflict Studies,4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/262
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Peace & Conflict Studies,4 Years,"Eligibility: Bachelor’s Degree with 45% marks. Candidates having studied the relevant subject at BA / BSc level will be preferred. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 202",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/338
National University of Modern Languages,Islamabad,Faculty of Media & Communication Studies,BS,Media & Communication Studies,4 Years,Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. Courses: S.No Course Code Subject Credit Hours 1 MCIS-105 Islamic Studies/Ethics 3 2 MCCS-101 Communication Skills 3 3 MCIM-121 Introduction to Mass Communication 3 4 MCIT-111 Fundamentals of ICT 3 5 MCSP-112 Social Psychology 3 6 MCMS-114 Mathematics 3 7 MCMP-122 Mass Media in Pakistan 3 8 MCEL-102 English Literat,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/258
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,History,4 Years,"Eligibility: Intermediate FA/HSSC /FS.c/ A-Leavel National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islamabad. Privacy Policy Admission",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/440
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,Pakistan Studies,4 Year,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,12-February-2026,https://numl.edu.pk/programs/program/234
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,Pakistan Studies,4 Years,"Eligibility: Bachelor’s Degree with 45% marks. Candidates having studied the relevant subject at BA / BSc level will be preferred. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 202",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/340
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,History,4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Isl",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/402
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Islamic Studies,4 Years,Eligibility: -Intermediate with 45% marks -O /A – Level with 50% marks OR Equivalent. Courses: S.No Course Code Subject Credit Hours 1 ISIS-111 Islamic studies/ basic Islamic discipline (G) 03 2 ISFE-112 Functional English 03 3 ISMC-115 Intro to Media Communication 03 4 ISTQ-141 Tajweed lugat-ul Quran (M) 03 5 ISAL-142 Basics of Arabic language (M) 03 6 ISQR214 Islamic Arts and Humanities 03 7 ISI,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/202
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Islamic Studies,4 Years,Eligibility: Bachelor’s Degree with 45% marks. Candidates having studied the relevant subject at BA / BSc level will be preferred. Courses: S.No Course Code Subject Credit Hours 1 ISAL-506 Arabic Language 03 2 ISBC-507 Basic Contents of Islamic Studies 03 3 ISIC-303 Introduction to Computer 03 4 ISMT-509 Mathematics 03 5 ISTQ-121 Tajweed-Ul-Quran 03 6 ISHT-629 History of Tafseer 03 7 ISWR-646 Intr,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/339
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Islamic Studies,4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/542
National University of Modern Languages,Islamabad,Faculty of Computing & AI,BS,Computer Science,4 Years,"Eligibility: Intermediate with any one of the following combinations with 50% marks: (1) Maths, Physics and Chemistry. (2) Maths, Stats and Computer (3) Maths, Physics and Computer (4) Maths, Stats and Physics (5) Maths, Stats and Economics, (6) Physics, Chemistry& Biology. OR Diploma in Associate Engineering Examination with at least 60% aggregate marks in the relevant discipline. National Uni",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/57
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,Artificial Intelligence,4 Years,"Eligibility: 1. Intermediate with any one of the following combinations with 50% marks: Maths, Physics and Chemistry Maths, Stats and Computer Maths, Physics and Computer Maths, Stats and Physics Maths, Stats and Economics Physics, Chemistry and Biology 2. Diploma in Associate Engineering Examination with at least 60% aggregate marks in the relevant discipline. National University of Modern Langua",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/352
National University of Modern Languages,Islamabad,Faculty of Computing & AI,BS,Computer Science,4 Years,"Eligibility: Intermediate with Mathematics - 50% marks or Equivalent. Students who have not studied Mathematics at Intermediate level have to pass deficiency courses of Mathematics (06 credits) in first two semesters. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hydera",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/460
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,Electrical Engineering,4 Years,"Eligibility: a. FSc - Pre-Engineering (Physics, Mathematics & Chemistry) from any board of Intermediate and Secondary Education OR an Equivalent foreign qualification with Physics, Mathematics & Chemistry. b. At least 60 % aggregate marks each in Matric and FSc. Equivalent marks for Foreign qualification to be determined by IBCC, Islamabad. c. Diploma of Associate Engineering Examination with at l",,75000.0,31-August-2026,https://numl.edu.pk/programs/program/189
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,Electronics,4 Years,"Eligibility: For admission into BS Electronics, 45% Marks in intermediate with Physics or Mathematics or equivalent degree from accredited Institution List of BS Elective Courses Industrial Automation Internet of Things Power Electronics Laser and Fiber Optics Advance Computer Programming Opto-electronics Nanotechnology Linear Integrated Circuits Antennas & Wave Propagation Artificial Intelligence",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/349
National University of Modern Languages,Islamabad,Faculty of Computing & AI,BS,Computer Engineering,4 Years,Eligibility Criteria: Minimum 60% marks in Intermediate / 12 years schooling / A-Level (HSSC) or Equivalent with Mathematics are required for admission in the BS Computer Engineering Program. Students of F.Sc. Pre-Medical shall be required to pass two additional Mathematics courses to make up for the deficient background in Mathematics at HSSC. Additional Mathematics Courses Course Semester Requir,,75000.0,31-January-2026,https://numl.edu.pk/programs/program/520
National University of Modern Languages,Islamabad,Faculty of Computing & AI,BS,Robotics & Intelligent Systems,4 Years,Eligibility Criteria: Minimum 60% marks in Intermediate / 12 years schooling / A-Level (HSSC) or Equivalent with Mathematics are required for admission in the BS Computer Engineering Program. Students of F.Sc. Pre-Medical shall be required to pass two additional Mathematics courses to make up for the deficient background in Mathematics at HSSC. Additional Mathematics Courses Course Semester Requir,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/535
National University of Modern Languages,Islamabad,Faculty of Languages,BS,German,4 Years,"Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islama",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/215
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Pashto,4 Year,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/136
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Balochi,4 Years,"Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islama",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/293
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Punjabi,4 Years,"Eligibility: Intermediate with 2nd Division OR A–Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, I",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/407
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Urdu (Bridging),4 Years,Eligibility: BA/BSc with 45% marks & having an elective subject in the target language OR BA/BSc with 45% marks & Diploma / Advanced Diploma preferably Interpretation level in the Language from NUML OR equivalent. Courses: S.No Course Code Subject Credit Hours 1 URBR-101 Basic English 3 2 URBR-102 Computer B 3 3 URBR-103 Basic Mathematics 3 4 URBR-111 Principle of Management 2 5 URBR-121 Classical,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/60
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Urdu Language & Literature,4 Years,Eligibility: Intermediate with 2nd Division or A-Level with 50% marks or equivalent. Courses: S.No Course Code Subject Credit Hours 1 URBH-101 Basic English 3 2 URBH-102 Pakistan Studies 3 3 URBH-103 Basic Mathematics 3 4 URBH-111 Introduction to Economics 3 5 URBH-112 Introduction to Psychology 3 6 URBH-121 Classical Poetic Genres 3 7 URBH-104 Advanced English 3 8 URBH-105 Islamiat 3 9 URBH-113 I,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/122
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Urdu Foreigners,4 Years,Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. Courses: S.No Course Code Subject Credit Hours 1 URBF-141 Composition and Dictation 3-0 2 URBF-142 Basic Reading Skills 3-0 3 URBF-121 Basic Grammar 3-0 4 URBF-122 Basic Listening Skills 3-0 5 URBF-123 Basic Speaking Skills 3-0 6 URBF-124 Basic Conversation 3-0 7 URBF-143 Composition and Translation 3-0 8 URBF-144 Read,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/330
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Urdu (For Foreigners),4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/546
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Turkish Language & Culture,4 Years,Eligibility: Intermediate/A-Level with having Turkish Language language diploma or equivalent Courses: S.No Course Code Subject Credit Hours 1 BSTK101 Basic Grammar I 3 2 BSTK102 Reading Skills I 3 3 BSTK104 Speaking & Listening Skills I 3 4 BSTK103 Writing Skills I 3 5 GTKC101 Islamic Studies 3 6 GCTK102 English I 3 7 BSTK105 Basic Grammar II 3 8 BSTK106 Reading Skills II 3 9 BSTK107 Writing Sk,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/187
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Chinese Language Teaching,4 Years,"Eligibility: Intermediate with 2nd Division OR A-Level with 50% marks OR Equivalent National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/383
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Korean Language & Culture,4 Year,Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. Courses: S.No Course Code Subject Credit Hours 1 KOR-BS-101 Introduction of Korean Grammar and Vocabulary (FC) 3 2 KOR-BS-102 Introduction of Korean Culture (GC) 3 3 KOR-BS-103 Oral T-1 (Listening) (FC) 3 4 KOR-BS-104 Basic Korean Reading (FC) 3 5 KOR-BS-105 Introduction to Korean Writing (FC) 3 6 KOR-BS-106 Basic Kore,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/131
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Persian,4 Years,"Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islama",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/291
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Persian ( For Foreigners ),4 Years,"Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islama",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/292
