Institute,City,School,Degree,Program,Eligibility,Admission_Test,Fee_Category,First_Year_Fee_PKR,Application_Deadline,Deadline_Source_URL,Fee_Source_URL
NUST,Islamabad,"Nust Balochistan Campus, Quetta",Masters,MS COMPUTER SCIENCE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",Masters,MS MINING ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",Masters,MS CIVIL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,Masters,MS ELECTRICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,Masters,MS MECHANICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,Masters,MS ENGINEERING MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,Masters,MS AEROSPACE ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,Masters,MS AVIONICS ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,Masters,MS AVIATION MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Business / Management,400000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,Masters,MS INDUSTRIAL AND MANUFACTURING ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS ELECTRICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS MECHANICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS COMPUTER ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS MECHATRONICS ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS ENGINEERING MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS SOFTWARE ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS ARTIFICIAL INTELLIGENCE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,Masters,MS APPLIED MATHEMATICS,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Natural Sciences,300000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS CONSTRUCTION ENGINEERING AND MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS WATER RESOURCES ENGINEERING & MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS MATHEMATICS,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Natural Sciences,300000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS DISASTER MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Business / Management,400000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS STRUCTURAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS TRANSPORTATION ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS GEOTECHNICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS MINING ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,Masters,MS CLIMATE CHANGE AND DISASTER MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Business / Management,400000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,Masters,MS COMPUTER SCIENCE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,Masters,MS ELECTRICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,Masters,MS IN,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,Masters,MS SOFTWARE ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,Masters,MS ELECTRICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,Masters,MS MECHANICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,Masters,MS MANUFACTURING ENGINEERING & MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,Masters,MS NAVAL ARCHITECTURE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),Architecture / Design,420000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,Masters,MS CYBER SECURITY,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,Masters,MS DATA SCIENCE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,Masters,MS ARTIFICIAL INTELLIGENCE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,National Institute Of Transportation,Masters,MS STRUCTURAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,National Institute Of Transportation,Masters,MS TRANSPORTATION ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,National Institute Of Transportation,Masters,MS GEOTECHNICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Institute Of Environmental Sciences & Engineering,Masters,MS ENVIRONMENTAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Institute Of Environmental Sciences & Engineering,Masters,MS ENVIRONMENTAL SCIENCE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,Masters,MS CONSTRUCTION ENGINEERING AND MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,Masters,MS URBAN & REGIONAL PLANNING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,Masters,MS STRUCTURAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,Masters,MS TRANSPORTATION ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,Masters,MS GEOTECHNICAL ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,Masters,MS WATER RESOURCES AND HYDROPOWER ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Institute Of Geographical Information Systems,Masters,MS REMOTE SENSING AND GEOGRAPHICAL IN,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Business School,Masters,MASTERS IN BUSINESS ADMINISTRATION (MBA),16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Business / Management,400000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Business School,Masters,MS HUMAN RESOURCE MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Business / Management,400000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Business School,Masters,MS INNOVATION AND ENTREPRENEURSHIP,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Business School,Masters,MS LOGISTICS & SUPPLY CHAIN MANAGEMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Business / Management,400000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Business School,Masters,MS MARKETING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,"School Of Art, Design & Architecture",Masters,MASTERS IN ARCHITECTURAL DESIGN,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),Architecture / Design,420000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Centre For International Peace & Stability,Masters,MS PEACE & CONFLICT STUDIES,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Centre For International Peace & Stability,Masters,MS STRATEGIC STUDIES,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Centre For International Peace & Stability,Masters,MS INTERNATIONAL RELATIONS,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Peace & Conflict Studies,Masters,MS PEACE & CONFLICT STUDIES,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,Masters,MS INNOVATIVE TECHNOLOGIES IN LEARNING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,Masters,MS CAREER COUNSELING and EDUCATION,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,Masters,MS ECONOMICS,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Business / Management,400000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,Masters,MS CLINICAL PSYCHOLOGY,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,Masters,MS MASS COMMUNICATION,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,Masters,MS DEVELOPMENT STUDIES,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,Masters,MS GOVERNANCE & PUBLIC POLICY,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Atta-Ur-Rahman School Of Applied Bio Sciences,Masters,MS HEALTHCARE BIOTECHNOLOGY,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Atta-Ur-Rahman School Of Applied Bio Sciences,Masters,MS INDUSTRIAL BIOTECHNOLOGY,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Atta-Ur-Rahman School Of Applied Bio Sciences,Masters,MS PLANT BIOTECHNOLOGY,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Atta-Ur-Rahman School Of Applied Bio Sciences,Masters,MS MOLECULAR MEDICINE,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Natural Sciences,Masters,MS MATHEMATICS,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Natural Sciences,300000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Natural Sciences,Masters,MS PHYSICS,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Natural Sciences,300000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Natural Sciences,Masters,MS CHEMISTRY,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Natural Sciences,300000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of  Interdisciplinary Engineering & Sciences,Masters,MS COMPUTATIONAL SCIENCE AND ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of  Interdisciplinary Engineering & Sciences,Masters,MS BIOIN,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of  Interdisciplinary Engineering & Sciences,Masters,MS SYSTEMS ENGINEERING,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),MS Engineering / Computing,350000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of  Interdisciplinary Engineering & Sciences,Masters,MS CLIMATE CHANGE & SUSTAINABLE DEVELOPMENT,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),General MS,320000,"May 31, 2026",https://nust.edu.pk/admissions/masters/dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD URBAN & REGIONAL PLANNING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD CONSTRUCTION ENGINEERING AND MANAGEMENT,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD REMOTE SENSING AND GEOGRAPHICAL IN,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD ENVIRONMENTAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD ENVIRONMENTAL SCIENCE,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD STRUCTURAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
